epoch;dice_coef;loss;val_dice_coef;val_loss
0;0.1478150188922882;0.34755849838256836;0.27507004141807556;0.18214325606822968
1;0.43904054164886475;0.15289705991744995;0.7088515758514404;0.084078349173069
2;0.2729913890361786;0.21607136726379395;0.3939065933227539;0.14103567600250244
3;0.4558841586112976;0.14730492234230042;0.7163498997688293;0.07655102759599686
4;0.4570525586605072;0.15770681202411652;0.6719387769699097;0.08207564055919647
5;0.3835838735103607;0.17496804893016815;0.6632716655731201;0.08460269123315811
6;0.5579937696456909;0.1336071640253067;0.7919015884399414;0.058483634144067764
7;0.48733675479888916;0.15494491159915924;0.7300142049789429;0.07197766751050949
8;0.6044856905937195;0.1193353533744812;0.797116219997406;0.05733030289411545
9;0.667625367641449;0.10329674184322357;0.8424602150917053;0.04225156083703041
10;0.725404679775238;0.08802341669797897;0.8712130188941956;0.03727123886346817
11;0.6951417326927185;0.0967719778418541;0.8677677512168884;0.03700374811887741
12;0.6759191155433655;0.10818494111299515;0.8657605648040771;0.03653554990887642
13;0.7580708861351013;0.08392138034105301;0.8790797591209412;0.034628450870513916
14;0.6585038900375366;0.11261177808046341;0.8428875207901001;0.04003144055604935
15;0.7172617316246033;0.09604991227388382;0.8751848936080933;0.03506040573120117
16;0.6079479455947876;0.1257675588130951;0.849961519241333;0.039630770683288574
17;0.6706739068031311;0.10332266986370087;0.8584375977516174;0.03870892897248268
18;0.6827759146690369;0.09887194633483887;0.8515750169754028;0.03903547674417496
19;0.6961482167243958;0.09787793457508087;0.855107843875885;0.03757951781153679
20;0.7038878202438354;0.09919857233762741;0.8629334568977356;0.03615931048989296
21;0.7255068421363831;0.09541276097297668;0.8660574555397034;0.03441137820482254
22;0.7710222601890564;0.08021991699934006;0.88404780626297;0.033310648053884506
23;0.733284592628479;0.09452177584171295;0.8824257254600525;0.03236045688390732
24;0.7622776627540588;0.08396099507808685;0.8831353783607483;0.031669292598962784
25;0.7465015053749084;0.09134379029273987;0.8827440738677979;0.033103518187999725
26;0.7726010680198669;0.0787501409649849;0.8891019225120544;0.031757473945617676
27;0.7791945338249207;0.07830994576215744;0.8826065063476562;0.03238287568092346
28;0.7641040086746216;0.08476244658231735;0.887549638748169;0.03064398095011711
29;0.7560033798217773;0.08623126149177551;0.8907939195632935;0.03184203803539276
30;0.7761043310165405;0.0783800408244133;0.8918386101722717;0.03095938079059124
31;0.775092363357544;0.07848712056875229;0.8969195485115051;0.03076796978712082
32;0.7831048965454102;0.07704059034585953;0.8983783721923828;0.029237709939479828
33;0.7821263074874878;0.07751582562923431;0.8943236470222473;0.029906267300248146
34;0.800726592540741;0.07290337234735489;0.8919830918312073;0.030096782371401787
35;0.7892506718635559;0.07264964282512665;0.9003289937973022;0.030065635219216347
36;0.781035304069519;0.07786177843809128;0.900324285030365;0.02953432686626911
37;0.8334969282150269;0.058203212916851044;0.9034558534622192;0.028050174936652184
38;0.8013624548912048;0.07112008333206177;0.9012963175773621;0.029215941205620766
39;0.7961342930793762;0.07318507879972458;0.9023119807243347;0.029376501217484474
40;0.808425784111023;0.06898024678230286;0.9051856994628906;0.028373926877975464
41;0.8052158355712891;0.0700301080942154;0.903712809085846;0.027501288801431656
42;0.8196723461151123;0.06480380147695541;0.9063658118247986;0.027320783585309982
43;0.8132705092430115;0.066569484770298;0.906200110912323;0.02688581682741642
44;0.8007373809814453;0.07053057104349136;0.9054493308067322;0.027320021763443947
45;0.8181231617927551;0.06620464473962784;0.9033839702606201;0.027068467810750008
46;0.813873827457428;0.06828422099351883;0.9028234481811523;0.02668258734047413
47;0.8296345472335815;0.06245120242238045;0.903044581413269;0.026434557512402534
48;0.8125248551368713;0.06739490479230881;0.9045239090919495;0.027121013030409813
49;0.8198270201683044;0.064616359770298;0.9023974537849426;0.027771441265940666
50;0.8248201608657837;0.06343278288841248;0.904496431350708;0.025751903653144836
51;0.8314523100852966;0.06106363609433174;0.9046885371208191;0.026885561645030975
52;0.8307116031646729;0.06022897735238075;0.907630980014801;0.026088370010256767
53;0.829743504524231;0.06285355985164642;0.9046654105186462;0.025814848020672798
54;0.8266494274139404;0.06235194206237793;0.9055325388908386;0.02599862404167652
55;0.8496468663215637;0.05114278942346573;0.9058195948600769;0.02613375149667263
56;0.8336949944496155;0.05590560659766197;0.9065336585044861;0.025416642427444458
57;0.8269549012184143;0.059142474085092545;0.9053046107292175;0.02585860714316368
58;0.8267834782600403;0.06183846667408943;0.905681848526001;0.026143375784158707
59;0.8372086882591248;0.05973014980554581;0.905878484249115;0.026133421808481216
60;0.8323360681533813;0.060273244976997375;0.9047150015830994;0.026376379653811455
61;0.8351046442985535;0.058678288012742996;0.9055197238922119;0.02593383379280567
62;0.8368313312530518;0.05939175933599472;0.9059789180755615;0.025474542751908302
63;0.8358258008956909;0.05878692492842674;0.9041843414306641;0.025849618017673492
64;0.8279432058334351;0.06411813199520111;0.9047139286994934;0.02661309577524662
65;0.8266611695289612;0.06268180161714554;0.9044371247291565;0.026233389973640442
66;0.8264344930648804;0.06342925876379013;0.9050395488739014;0.025844059884548187
